TERM	CRN	SUBJ	CRSE	SECT	INSTR_TYPE	DAYS	START_TIME	END_TIME	ROOM_CAP
Fall	30296	ARTH	3810	A	LEC	M	1805	2055	52
Fall	30297	ARTH	3900	A	PRC				
Winter	10314	ARTH	3900	B	PRC				
Fall	30298	ARTH	4000	A	SEM	M	1435	1725	29
Winter	10315	ARTH	4002	B	SEM	R	1435	1725	32
Fall	30299	ARTH	4005	A	SEM	W	1435	1725	39
Fall	30300	ARTH	4610	A	SEM	T	835	1125	40
Fall	30301	ARTH	4800	A	SEM	W	1135	1425	27
Fall	30302	ARTH	4809	A	SEM	R	1135	1425	27
Winter	10316	ARTH	4809	B	SEM	T	1435	1725	27
Winter	10317	ARTH	4809	C	SEM	W	1135	1425	27
Winter	10318	ARTH	4809	D	SEM				
Fall	30303	ARTH	4900	A	IND				
Winter	10319	ARTH	4900	B	IND				
Fall	30304	ARTH	4909	A	IND				
Winter	10320	ARTH	4909	A	IND				
Fall	30314	ASLA	1010	A	SEM	TR	935	1125	69
Fall	30315	ASLA	1010	B	SEM	MW	1435	1625	69
Fall	30316	ASLA	1010	C	SEM	TR	1435	1625	69
Fall	30317	ASLA	1010	D	SEM	TR	1135	1325	69
Fall	30318	ASLA	1010	E	SEM	MW	935	1125	52
Fall	30319	ASLA	1010	F	SEM	TR	1435	1625	48
Fall	30320	ASLA	1010	G	SEM	WF	1135	1325	54
Fall	30321	ASLA	1010	H	SEM	MW	1135	1325	40
Fall	30322	ASLA	1010	I	SEM	TR	1805	1955	55
Fall	30323	ASLA	1010	J	SEM	MW	1805	1955	52
Fall	30324	ASLA	1010	K	SEM	TR	1805	1955	52
Fall	30325	ASLA	1010	L	SEM	MW	1805	1955	52
Winter	10330	ASLA	1010	N	SEM	TR	1435	1625	69
Winter	10331	ASLA	1010	O	SEM	MW	935	1125	69
Winter	10332	ASLA	1010	P	SEM	TR	1135	1325	69
Winter	10333	ASLA	1020	A	SEM	MW	1135	1325	69
Winter	10334	ASLA	1020	B	SEM	TR	1435	1625	40
Winter	10335	ASLA	1020	C	SEM	TR	1135	1325	48
Winter	10336	ASLA	1020	D	SEM	MW	1435	1625	56
Winter	10337	ASLA	1020	E	SEM	MW	1805	1955	69
Winter	10338	ASLA	1020	F	SEM	TR	1805	1955	52
Winter	10339	ASLA	1020	G	SEM	MW	1805	1955	52
Fall	30326	ASLA	2010	A	SEM	MW	935	1125	32
Fall	30327	ASLA	2010	B	SEM	TR	1135	1325	32
Winter	10340	ASLA	2020	A	SEM	MW	1135	1325	32
Winter	10341	ASLA	2020	B	SEM	TR	1135	1325	32
Fall	30328	ASLA	3010	A	SEM	TR	1635	1755	25
Winter	10342	ASLA	3020	A	SEM	TR	1635	1755	40
Fall	30329	ASLA	4010	A	SEM	MW	1135	1255	69
Winter	10343	ASLA	4020	A	SEM	MW	1135	1255	39
Fall	30330	ASLA	4900	A	IND				
Winter	10344	ASLA	4900	A	IND				
Fall	30331	ASLA	4901	A	IND				
Winter	15618	ASLA	4901	A	IND				
Fall	30332	ASLA	4901	B	IND				
Winter	10345	BIOC	1500	A	LEC	M	835	1125	76
Fall	30333	BIOC	2200	A	LEC	MW	1005	1125	348
Fall	30334	BIOC	2200	A01	LAB	M	1335	1725	20
Fall	30335	BIOC	2200	A02	LAB	T	1335	1725	20
Fall	30336	BIOC	2200	A03	LAB	W	1335	1725	20
Fall	30337	BIOC	2200	A04	LAB	R	1335	1725	20
Fall	30338	BIOC	2200	A05	LAB	F	1335	1725	20
Fall	30339	BIOC	2200	A07	LAB	T	835	1225	20
Fall	30340	BIOC	2200	A09	LAB	R	835	1225	20
Fall	30341	BIOC	2200	A10	LAB	F	835	1225	20
Fall	30342	BIOC	2200	A23	LAB	W	1805	2155	20
Fall	30343	BIOC	2200	AE	LAB				
Fall	30344	BIOC	2300	A	LEC	TR	1135	1255	52
Fall	30345	BIOC	2300	A01	TUT	F	1435	1725	58
Fall	30346	BIOC	2400	A	OTH				
Winter	10346	BIOC	2400	A	OTH				
Fall	30347	BIOC	3101	A	LEC	MW	1005	1125	96
Winter	10347	BIOC	3102	A	LEC	MW	835	955	96
Fall	30348	BIOC	3103	A	TUT	M	1135	1225	58
Fall	30349	BIOC	3103	A02	LAB	T	1335	1725	32
Fall	30350	BIOC	3103	A03	LAB	W	1335	1725	32
Fall	30351	BIOC	3103	A04	LAB	R	1135	1525	32
Fall	30352	BIOC	3103	A05	LAB	F	1335	1725	32
Winter	10348	BIOC	3104	A	TUT	T	1335	1425	52
Winter	10349	BIOC	3104	A03	LAB	W	1335	1725	32
Winter	10350	BIOC	3104	A04	LAB	R	1335	1725	32
Winter	10351	BIOC	3104	A05	LAB	F	1335	1725	32
Fall	30353	BIOC	3203	A	LEC				9000
Fall	30354	BIOC	3400	A	OTH				
Winter	10352	BIOC	3400	A	OTH				
Fall	30355	BIOC	3999	A	WRK				
Winter	10353	BIOC	3999	A	WRK				
Winter	10354	BIOC	4001	A	LEC	F	935	1125	25
Winter	10355	BIOC	4001	A01	LAB	M	1335	1725	32
Winter	10356	BIOC	4001	A02	LAB	T	1335	1725	32
Fall	30356	BIOC	4005	A	LEC				
Winter	10357	BIOC	4007	A	LEC				
Winter	10358	BIOC	4008	A	LEC	W	1135	1255	31
Winter	10359	BIOC	4008	A01	WKS	M	1135	1255	48
Fall	30357	BIOC	4009	A	LEC	WF	1005	1125	35
Winter	10360	BIOC	4201	A	TUT	F	835	925	42
Winter	10361	BIOC	4201	A02	LAB	T	1335	1725	25
Winter	10362	BIOC	4201	A04	LAB	R	1335	1725	25
Winter	10363	BIOC	4203	A	LEC	TR	1135	1255	31
Fall	30358	BIOC	4708	A	LEC	TR	1435	1555	78
Fall	30359	BIOC	4901	A	IND				
Fall	30360	BIOC	4901	B	IND				
Winter	10364	BIOC	4901	C	IND				
Winter	10365	BIOC	4901	D	IND				
Fall	30361	BIOC	4907	A	RES				
Winter	10366	BIOC	4907	A	RES				
Fall	30362	BIOC	4907	B	RES				
Winter	10367	BIOC	4907	B	RES				
Fall	30363	BIOC	4907	C	RES				
Winter	10368	BIOC	4907	C	RES				
Fall	30364	BIOC	4907	D	RES				
Fall	30365	BIOC	4908	A	REP				
Winter	10369	BIOC	4908	A	REP				
Fall	30366	BIOC	4908	B	REP				
Winter	10370	BIOC	4908	B	REP				
Fall	30367	BIOC	4908	C	REP				
Winter	10371	BIOC	4908	C	REP				
Fall	30368	BIOC	4908	D	REP				
Fall	30369	BIOL	1010	R	LEC				9000
Fall	30370	BIOL	1103	A	LEC	MW	1135	1255	444
Fall	30371	BIOL	1103	A02	LAB	T	1335	1625	50
Fall	30372	BIOL	1103	A03	LAB	W	1335	1625	50
Fall	30373	BIOL	1103	A04	LAB	R	1335	1625	50
Fall	30374	BIOL	1103	A07	LAB	T	835	1125	50
Fall	30375	BIOL	1103	A08	LAB	W	835	1125	50
Fall	30376	BIOL	1103	A09	LAB	R	835	1125	50
Fall	30377	BIOL	1103	A10	LAB	F	835	1125	50
Fall	30378	BIOL	1103	A12	LAB	T	1335	1625	50
Fall	30379	BIOL	1103	A13	LAB	W	1335	1625	50
Fall	30380	BIOL	1103	A14	LAB	R	1335	1625	50
Fall	30381	BIOL	1103	A17	LAB	T	835	1125	50
Fall	30382	BIOL	1103	A18	LAB	W	835	1125	50
Fall	30383	BIOL	1103	A19	LAB	R	835	1125	50
Fall	30384	BIOL	1103	A20	LAB	F	835	1125	50
Fall	30385	BIOL	1103	AE	LAB				
Fall	30386	BIOL	1103	B	LEC	MW	1635	1755	393
Fall	30387	BIOL	1103	T02	TUT	T	1335	1625	67
Fall	30388	BIOL	1103	T03	TUT	W	1335	1625	67
Fall	30389	BIOL	1103	T04	TUT	R	1335	1625	67
Fall	30390	BIOL	1103	T07	TUT	T	835	1125	67
Fall	30391	BIOL	1103	T08	TUT	W	835	1125	67
Fall	30392	BIOL	1103	T09	TUT	R	835	1125	67
Fall	30393	BIOL	1103	T10	TUT	F	835	1125	67
Winter	10372	BIOL	1104	A	LEC	TR	1635	1755	331
Winter	10373	BIOL	1104	A02	LAB	T	1335	1625	50
Winter	10374	BIOL	1104	A03	LAB	W	1335	1625	50
Winter	10375	BIOL	1104	A04	LAB	R	1335	1625	50
Winter	10376	BIOL	1104	A07	LAB	T	835	1125	50
Winter	10377	BIOL	1104	A08	LAB	W	835	1125	50
Winter	10378	BIOL	1104	A09	LAB	R	835	1125	50
Winter	10379	BIOL	1104	A12	LAB	T	1335	1625	50
Winter	10380	BIOL	1104	A13	LAB	W	1335	1625	50
Winter	10381	BIOL	1104	A14	LAB	R	1335	1625	50
Winter	10382	BIOL	1104	A17	LAB	T	835	1125	50
Winter	10383	BIOL	1104	A18	LAB	W	835	1125	50
Winter	10384	BIOL	1104	A19	LAB	R	835	1125	50
Winter	10385	BIOL	1104	AE	LAB				
Winter	10386	BIOL	1104	B	LEC	MW	1135	1255	393
Winter	10387	BIOL	1104	C02	LAB	T	1335	1625	30
Winter	10388	BIOL	1104	C03	LAB	W	1335	1625	30
Winter	10389	BIOL	1104	C04	LAB	R	1335	1625	30
Winter	10390	BIOL	1104	C07	LAB	T	835	1125	30
Winter	10391	BIOL	1104	C08	LAB	W	835	1125	30
Winter	10392	BIOL	1104	C09	LAB	R	835	1125	30
Winter	10393	BIOL	1104	T02	TUT	T	1335	1625	48
Winter	10394	BIOL	1104	T03	TUT	W	1335	1625	48
Winter	10395	BIOL	1104	T04	TUT	R	1335	1625	48
Winter	10396	BIOL	1104	T07	TUT	T	835	1125	48
Winter	10397	BIOL	1104	T08	TUT	W	835	1125	48
Winter	10398	BIOL	1104	T09	TUT	R	835	1125	48
Fall	30394	BIOL	1105	A	LEC	M	1435	1555	236
Fall	30395	BIOL	1902	R	LEC				9000
Winter	10399	BIOL	1902	W	LEC				9000
Winter	10400	BIOL	2001	A	LEC	MW	835	955	348
Winter	10401	BIOL	2001	A01	LAB	M	1335	1625	50
Winter	10402	BIOL	2001	A02	LAB	T	1335	1625	50
Winter	10403	BIOL	2001	A03	LAB	W	1335	1625	50
Winter	10404	BIOL	2001	A04	LAB	R	1335	1625	50
Winter	10405	BIOL	2001	A05	LAB	F	1335	1625	50
Winter	10406	BIOL	2001	A11	LAB	M	1335	1625	50
Winter	10407	BIOL	2001	A12	LAB	T	1335	1625	50
Winter	10408	BIOL	2001	A13	LAB	W	1335	1625	50
Winter	10409	BIOL	2001	A14	LAB	R	1335	1625	50
Winter	10410	BIOL	2001	A15	LAB	F	1335	1625	50
Fall	30396	BIOL	2002	A	LEC	MW	835	955	285
Fall	30397	BIOL	2002	A01	LAB	M	1335	1625	20
Fall	30398	BIOL	2002	A02	LAB	T	1335	1625	20
Fall	30399	BIOL	2002	A03	LAB	W	1335	1625	20
Fall	30400	BIOL	2002	A04	LAB	R	1335	1625	20
Fall	30401	BIOL	2002	A07	LAB	T	835	1125	20
Fall	30402	BIOL	2002	A09	LAB	R	835	1125	20
Fall	30403	BIOL	2005	A	LEC	T	1805	2055	133
Winter	10411	BIOL	2104	A	LEC	MW	1005	1125	386
Winter	10412	BIOL	2104	A02	LAB	T	1335	1625	50
Winter	10413	BIOL	2104	A03	LAB	W	1335	1625	50
Winter	10414	BIOL	2104	A04	LAB	R	1335	1625	50
Winter	10415	BIOL	2104	A05	LAB	F	1335	1625	50
Winter	10416	BIOL	2104	A10	LAB	F	835	1125	50
Winter	10417	BIOL	2104	A11	LAB	M	1335	1625	50
Winter	10418	BIOL	2104	A12	LAB	T	1335	1625	50
Winter	10419	BIOL	2104	A13	LAB	W	1335	1625	50
Winter	10420	BIOL	2104	A14	LAB	R	1335	1625	50
Winter	10421	BIOL	2104	A15	LAB	F	1335	1625	50
Winter	10422	BIOL	2104	T01	TUT	M	1335	1625	31
Winter	10423	BIOL	2104	T02	TUT	T	1335	1625	31
Winter	10424	BIOL	2104	T03	TUT	W	1335	1625	31
Winter	10425	BIOL	2104	T04	TUT	R	1335	1625	31
Winter	10426	BIOL	2104	T05	TUT	F	1335	1625	31
Winter	10427	BIOL	2104	T10	TUT	F	835	1125	31
Winter	10428	BIOL	2107	A	LEC	TR	1005	1125	285
Fall	30404	BIOL	2200	A	LEC	MW	1005	1125	348
Fall	30405	BIOL	2200	A01	LAB	M	1335	1725	20
Fall	30406	BIOL	2200	A02	LAB	T	1335	1725	20
Fall	30407	BIOL	2200	A03	LAB	W	1335	1725	20
Fall	30408	BIOL	2200	A04	LAB	R	1335	1725	20
Fall	30409	BIOL	2200	A05	LAB	F	1335	1725	20
Fall	30410	BIOL	2200	A07	LAB	T	835	1225	20
Fall	30411	BIOL	2200	A09	LAB	R	835	1225	20
Fall	30412	BIOL	2200	A10	LAB	F	835	1225	20
Fall	30413	BIOL	2200	A23	LAB	W	1805	2155	20
Fall	30414	BIOL	2200	AE	LAB				
Fall	30415	BIOL	2201	A	LEC	W	1805	2055	192
Fall	30416	BIOL	2301	A	LEC	T	1435	1555	78
Fall	30417	BIOL	2301	A01	WKS	F	835	1025	52
Fall	30418	BIOL	2301	A02	WKS				
Winter	10429	BIOL	2303	A	LEC	TR	835	955	348
Fall	30419	BIOL	2600	A	LEC	TR	1135	1255	133
Fall	30420	BIOL	2600	A02	LAB	T	1335	1725	30
Fall	30421	BIOL	2600	A03	LAB	W	1335	1725	30
Fall	30422	BIOL	2600	A04	LAB	R	1335	1725	30
Fall	30423	BIOL	2600	A05	LAB	F	1335	1725	30
Fall	30424	BIOL	2600	T02	TUT	T	1335	1725	48
Fall	30425	BIOL	2600	T03	TUT	W	1335	1725	48
Fall	30426	BIOL	2600	T04	TUT	R	1335	1725	48
Fall	30427	BIOL	2600	T05	TUT	F	1335	1725	48
Winter	10430	BIOL	2903	W	LEC				9000
Fall	30428	BIOL	3004	A	LEC	WF	1305	1425	66
Fall	30429	BIOL	3004	T	LEC	WF	1305	1425	50
Winter	10431	BIOL	3008	A	LEC	F	935	1125	79
Winter	10432	BIOL	3008	A01	WKS	F	1135	1425	66
Fall	30430	BIOL	3102	A	LEC	TR	1135	1255	80
Fall	30431	BIOL	3104	A	LEC	WF	1135	1255	192
Winter	10433	BIOL	3111	A	LEC	F	935	1125	78
Winter	10434	BIOL	3111	A01	LAB	T	835	1125	24
Fall	30432	BIOL	3112	A	LEC	M	1135	1325	78
Fall	30433	BIOL	3112	A01	LAB	F	835	1125	24
Fall	30434	BIOL	3201	A	LEC	TR	835	955	78
Fall	30435	BIOL	3201	A02	LAB	T	1335	1725	25
Fall	30436	BIOL	3201	A03	LAB	W	1335	1725	25
Fall	30437	BIOL	3201	A04	LAB	R	1335	1725	25
Winter	10435	BIOL	3202	A	LEC	TR	835	955	96
Winter	10436	BIOL	3205	A	LEC	MW	1135	1255	48
Winter	10437	BIOL	3205	A01	LAB	M	1335	1725	20
Winter	10438	BIOL	3205	A02	LAB	T	1335	1725	20
Winter	10439	BIOL	3205	A03	LAB	W	1335	1725	20
Fall	30438	BIOL	3301	A	LEC	WF	835	955	48
Fall	30439	BIOL	3303	A	LEC	T	1005	1125	51
Fall	30440	BIOL	3303	A02	LAB	T	1335	1725	50
Fall	30441	BIOL	3303	A03	LAB	W	1335	1725	50
Fall	30442	BIOL	3303	A04	LAB	R	1335	1725	50
Fall	30443	BIOL	3305	A	LEC	MW	835	955	96
Fall	30444	BIOL	3305	A01	LAB	M	1335	1725	50
Fall	30445	BIOL	3305	A02	LAB	T	1335	1725	50
Fall	30446	BIOL	3305	A03	LAB	W	1335	1725	50
Fall	30447	BIOL	3305	A04	LAB	R	1335	1725	50
Fall	30448	BIOL	3305	A05	LAB	F	1335	1725	50
Fall	30449	BIOL	3306	A	LEC	M	1805	2055	204
Winter	10440	BIOL	3307	A	LEC	TR	1135	1255	192
Winter	10441	BIOL	3307	A01	LAB	M	1335	1725	20
Winter	10442	BIOL	3307	A02	LAB	T	1335	1725	20
Winter	10443	BIOL	3307	A03	LAB	W	1335	1725	20
Winter	10444	BIOL	3307	A04	LAB	R	1335	1725	20
Winter	10445	BIOL	3307	A05	LAB	F	1335	1725	20
Winter	10446	BIOL	3307	A08	LAB	W	835	1225	20
Winter	10447	BIOL	3307	A10	LAB	F	835	1225	20
Winter	10448	BIOL	3601	A	LEC	WF	1435	1555	66
Winter	10449	BIOL	3601	A01	LAB	M	1335	1725	30
Winter	10450	BIOL	3601	A04	LAB	R	1335	1725	20
Fall	30450	BIOL	3602	A	LEC	MW	1135	1255	58
Fall	30451	BIOL	3602	A01	WKS	R	1435	1725	52
Fall	30452	BIOL	3604	A	LEC	M	935	1125	52
Fall	30453	BIOL	3604	A01	LAB	T	1135	1325	48
Fall	30454	BIOL	3605	A	FIE				
Winter	10451	BIOL	3605	B	FIE				
Fall	30455	BIOL	3606	A	FIE				
Winter	10452	BIOL	3606	B	FIE				
Winter	10453	BIOL	3609	A	LEC	TR	1605	1725	92
Fall	30456	BIOL	3611	A	LEC	TR	1135	1255	40
Fall	30457	BIOL	3612	A	LEC	T	835	1025	27
Fall	30458	BIOL	3612	A01	WKS	W	1435	1725	25
Winter	10454	BIOL	3802	A	LEC	M	1805	2055	115
Winter	10455	BIOL	3804	A	LEC	MW	1605	1725	69
Fall	30459	BIOL	3901	A	REP				
Winter	10456	BIOL	3901	B	REP				
Fall	30460	BIOL	3902	A	LEC	MW	1005	1125	56
Fall	30461	BIOL	3999	A	WRK				
Winter	10457	BIOL	3999	A	WRK				
Fall	30462	BIOL	4008	A	LEC	MW	1305	1425	29
Fall	30463	BIOL	4103	A	LEC	TR	835	955	42
Winter	10458	BIOL	4104	A	LEC	MW	1005	1125	52
Fall	30464	BIOL	4106	A	LEC	W	1435	1725	40
Winter	10459	BIOL	4109	A	LEC	T	1005	1125	30
Winter	10460	BIOL	4109	A03	LAB	W	1335	1725	30
Winter	10461	BIOL	4109	A05	LAB	F	1335	1725	30
Winter	10462	BIOL	4200	A	LEC	F	1135	1425	40
Winter	10463	BIOL	4201	A	TUT	F	835	925	42
Winter	10464	BIOL	4201	A02	LAB	T	1335	1725	25
Winter	10465	BIOL	4201	A04	LAB	R	1335	1725	25
Fall	30465	BIOL	4203	A	LEC	W	835	1125	40
Winter	10466	BIOL	4206	A	LEC	TR	1135	1255	57
Fall	30466	BIOL	4207	A	TUT	T	835	925	31
Fall	30467	BIOL	4207	A09	LAB	R	835	1225	25
Fall	30468	BIOL	4300	A	LEC	F	1135	1325	40
Fall	30469	BIOL	4300	A01	TUT	M	935	1025	40
Winter	10467	BIOL	4301	A	LEC	R	835	1125	25
Winter	10468	BIOL	4301	A01	TUT	T	835	925	27
Winter	10469	BIOL	4303	A	LEC	M	1135	1425	36
Winter	10470	BIOL	4304	A	LEC	R	1805	2055	78
Winter	10471	BIOL	4309	A	LEC	MW	1005	1125	51
Winter	10472	BIOL	4309	A01	WKS	R	1435	1725	32
Winter	10473	BIOL	4309	A03	WKS	F	1435	1725	32
Winter	10474	BIOL	4317	A	LEC	MW	1305	1425	40
Fall	30470	BIOL	4318	A	LEC				
Winter	10475	BIOL	4501	A	LAB				
Fall	30471	BIOL	4503	A	LEC	T	1235	1425	57
Fall	30472	BIOL	4503	A01	WKS	T	1435	1625	57
Winter	10476	BIOL	4603	A	LEC				
Winter	10477	BIOL	4603	A01	LAB	F	835	1225	50
Winter	10478	BIOL	4604	A	WKS	F	835	1125	66
Fall	30473	BIOL	4802	A	LEC	M	1805	2055	42
Winter	10479	BIOL	4810	A	SEM	T	1435	1725	58
Fall	30474	BIOL	4901	A	DIR				
Winter	10480	BIOL	4901	A	DIR				
Fall	30475	BIOL	4901	B	DIR				
Winter	10481	BIOL	4901	B	DIR				
Fall	35837	BIOL	4902	A	LEC	M	1435	1725	42
Winter	15553	BIOL	4902	B	LEC	TR	1005	1125	50
Winter	15690	BIOL	4902	C	SEM				
Winter	15692	BIOL	4902	D	LEC	T	1805	2055	
Winter	15694	BIOL	4902	E	SEM				
Fall	30476	BIOL	4905	A	WKS	M	1435	1725	108
Winter	10482	BIOL	4905	A	WKS	M	1435	1725	50
Fall	30477	BIOL	4907	A	RES				
Winter	10483	BIOL	4907	A	RES				
Fall	30478	BIOL	4907	B	RES				
Winter	10484	BIOL	4907	B	RES				
Fall	30479	BIOL	4907	C	RES				
Winter	10485	BIOL	4907	C	RES				
Fall	30480	BIOL	4907	D	RES				
Fall	30481	BIOL	4908	A	REP				
Winter	10486	BIOL	4908	A	REP				
Fall	30482	BIOL	4908	B	REP				
Winter	10487	BIOL	4908	B	REP				
Fall	30483	BIOL	4908	C	REP				
Winter	10488	BIOL	4908	C	REP				
Fall	30484	BIOL	4908	D	REP				
Fall	30507	BIT	1000	A	LEC	MW	1005	1125	94
Fall	30508	BIT	1000	A1	TUT	W	1135	1225	48
Fall	30509	BIT	1000	A2	TUT	W	1135	1225	115
Winter	10511	BIT	1001	A	LEC	MW	1135	1255	98
Winter	10512	BIT	1001	A1	TUT	M	935	1025	58
Winter	10513	BIT	1001	A2	TUT	W	935	1025	52
Winter	10514	BIT	1002	B	LEC	MW	1005	1125	77
Winter	10515	BIT	1002	B1	LAB	F	1435	1725	70
Winter	10516	BIT	1006	A	LEC	R	1205	1355	30
Winter	10517	BIT	1006	B	LEC	R	1205	1355	60
Winter	10518	BIT	1007	A	LEC	MW	1435	1555	204
Winter	10519	BIT	1007	A1	LAB	F	1135	1425	70
Winter	10520	BIT	1007	A2	LAB	M	835	1125	70
Fall	30510	BIT	1100	A	LEC	MW	835	955	77
Fall	30511	BIT	1100	A1	TUT	M	1035	1125	96
Fall	30512	BIT	1100	A2	TUT	W	1035	1125	98
Fall	30513	BIT	1101	A	LEC	TR	835	955	77
Fall	30514	BIT	1101	A1	TUT	F	1235	1325	77
Fall	30515	BIT	1101	A2	TUT	F	1335	1425	77
Fall	30516	BIT	1200	A	LEC	MW	1005	1125	236
Fall	30517	BIT	1200	A1	TUT	M	1435	1525	58
Winter	10521	BIT	1201	A	LEC	MW	1135	1255	108
Winter	10522	BIT	1201	A1	TUT	M	1335	1425	56
Fall	30518	BIT	1203	A	LEC	MW	835	955	386
Fall	30519	BIT	1203	A1	LAB	F	1435	1725	70
Winter	10523	BIT	1204	A	LEC	WF	1005	1125	48
Winter	10524	BIT	1204	A1	LAB	M	1435	1725	70
Fall	30520	BIT	1400	A	LEC	MW	1305	1425	148
Fall	30521	BIT	1400	A1	LAB	M	1435	1725	120
Fall	30522	BIT	1400	A2	LAB	W	1435	1725	120
Fall	30523	BIT	1400	A3	LAB	F	1135	1425	60
Winter	10525	BIT	1400	B	LEC	MW	1305	1425	108
Winter	10526	BIT	1400	B1	LAB	M	1435	1725	120
Winter	10527	BIT	1400	B2	LAB	W	835	1125	120
Winter	10528	BIT	2000	A	LEC	WF	1005	1125	151
Winter	10529	BIT	2000	A1	LAB	W	1235	1325	25
Winter	10530	BIT	2000	A2	LAB	W	1335	1425	25
Winter	10531	BIT	2000	A3	LAB	F	1135	1225	25
Winter	10532	BIT	2000	A4	LAB	F	1235	1325	25
Winter	10533	BIT	2000	A5	LAB	F	1335	1425	25
Winter	10534	BIT	2000	A6	LAB	M	1135	1225	25
Fall	30524	BIT	2001	A	LEC	T	1135	1425	76
Winter	10535	BIT	2001	B	LEC	R	1435	1725	77
Winter	10536	BIT	2002	B	LEC	T	1435	1725	77
Winter	10537	BIT	2006	A	LEC	M	805	1055	76
Winter	10538	BIT	2006	B	LEC	M	805	1055	60
Winter	10539	BIT	2006	C	LEC	M	1105	1355	76
Winter	10540	BIT	2006	D	LEC	M	1105	1355	60
Fall	30525	BIT	2008	A	LEC	TR	1305	1425	444
Fall	30526	BIT	2008	A1	LAB	T	1435	1625	120
Fall	30527	BIT	2008	A2	LAB	R	1435	1625	120
Winter	10541	BIT	2009	A	LEC	TR	1005	1125	115
Winter	10542	BIT	2009	A1	LAB	T	1235	1325	25
Winter	10543	BIT	2009	A2	LAB	T	1335	1425	25
Winter	10544	BIT	2009	A3	LAB	R	1235	1325	25
Winter	10545	BIT	2009	A4	LAB	R	1335	1425	25
Winter	10546	BIT	2009	A5	LAB	T	1435	1525	25
Fall	30528	BIT	2010	A	LEC	R	1135	1425	78
Fall	30529	BIT	2010	A1	TUT	R	1535	1625	56
Fall	30530	BIT	2400	A	LEC	TR	1005	1125	120
Fall	30531	BIT	2400	A1	LAB	F	1135	1425	120
Fall	30532	BIT	2400	A2	LAB	F	1435	1725	120
Winter	10547	BIT	2400	B	LEC	WF	1605	1725	204
Winter	10548	BIT	2400	B1	LAB	F	835	1125	120
Winter	10549	BIT	2400	B2	LAB	F	1135	1425	120
Fall	30533	BIT	3999	A	WRK				
Winter	10550	BIT	3999	A	WRK				
Fall	30534	BIT	4000	A	IND				
Winter	10551	BIT	4000	B	IND				
Fall	30547	BUSI	1001	R	LEC				9000
Winter	10561	BUSI	1001	R	LEC				9000
Fall	30548	BUSI	1002	R	LEC				9000
Winter	10562	BUSI	1002	R	LEC				9000
Fall	30549	BUSI	1003	A	LEC	W	1435	1725	151
Winter	10563	BUSI	1003	B	LEC	W	1805	2055	192
Fall	30550	BUSI	1004	A	LEC	TR	1135	1255	92
Fall	30551	BUSI	1004	A1	TUT	F	1435	1525	35
Fall	30552	BUSI	1004	A2	TUT	R	1435	1525	56
Fall	30553	BUSI	1004	A3	TUT	W	1335	1425	54
Winter	10564	BUSI	1004	B	LEC	TR	835	955	92
Winter	10565	BUSI	1004	C	LEC	TR	1005	1125	92
Winter	10566	BUSI	1004	D	LEC	WF	1435	1555	108
Winter	10567	BUSI	1004	E	LEC	WF	1605	1725	108
Winter	10568	BUSI	1004	F	LEC				
Winter	10569	BUSI	1004	G	LEC	MW	1005	1125	92
Winter	10570	BUSI	1004	T01	TUT	M	1635	1725	108
Winter	10571	BUSI	1004	T02	TUT	F	1035	1125	41
Winter	10572	BUSI	1004	T03	TUT	F	935	1025	41
Winter	10573	BUSI	1004	T04	TUT	W	1135	1225	41
Winter	10574	BUSI	1004	T05	TUT	F	1135	1225	42
Winter	10575	BUSI	1004	T06	TUT	M	1235	1325	48
Winter	10576	BUSI	1004	T07	TUT	W	1335	1425	30
Winter	10577	BUSI	1004	T08	TUT	R	1435	1525	34
Winter	10578	BUSI	1004	T09	TUT	F	1235	1325	40
Winter	10579	BUSI	1004	T10	TUT	T	1335	1425	30
Winter	10580	BUSI	1004	T11	TUT	M	1435	1525	31
Winter	10581	BUSI	1004	T12	TUT	M	1335	1425	34
Winter	10582	BUSI	1004	T13	TUT	T	1135	1225	32
Winter	10583	BUSI	1004	T14	TUT	M	1535	1625	31
Winter	10584	BUSI	1004	T15	TUT	R	1135	1225	40
Winter	10585	BUSI	1004	T16	TUT				
Winter	10586	BUSI	1004	T17	TUT				
Winter	10587	BUSI	1004	T18	TUT				
Winter	10588	BUSI	1004	Y	LEC				
Winter	10589	BUSI	1004	Z	LEC				
Fall	30554	BUSI	1005	A	LEC	M	935	1125	189
Fall	30555	BUSI	1005	A01	TUT	T	1135	1225	52
Fall	30556	BUSI	1005	A02	TUT	R	1635	1725	40
Fall	30557	BUSI	1005	A03	TUT	W	1135	1225	58
Fall	30558	BUSI	1005	A04	TUT	W	1635	1725	96
Fall	30559	BUSI	1005	A05	TUT	W	835	925	42
Fall	30560	BUSI	1005	A06	TUT	W	1335	1425	42
Fall	30561	BUSI	1005	A07	TUT	W	1035	1125	58
Fall	30562	BUSI	1005	A08	TUT	T	1635	1725	42
Fall	30563	BUSI	1005	A09	TUT	T	835	925	42
Fall	30564	BUSI	1005	A10	TUT	T	935	1025	9000
Fall	30565	BUSI	1005	A11	TUT	T	1335	1425	9000
Fall	30566	BUSI	1005	A12	TUT	T	1035	1125	42
Winter	10590	BUSI	1005	B	LEC	M	835	1125	134
Winter	10591	BUSI	1005	B01	TUT	W	835	925	23
